category,qid,name,question,answer,model_output_norm,correct
Link,202,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0059,Will the red cube touch the yellow mat?,yes,no,0
Link,203,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0060,Will the red cube touch the yellow mat?,yes,no,0
Link,204,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0061,Will the red cube touch the yellow mat?,no,no,1
Link,205,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0062,Will the red cube touch the yellow mat?,yes,yes,1
Link,206,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0063,Will the red cube touch the yellow mat?,no,no,1
Link,207,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0064,Will the red cube touch the yellow mat?,yes,no,0
Link,208,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0065,Will the red cube touch the yellow mat?,yes,no,0
Link,209,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0066,Will the red cube touch the yellow mat?,yes,no,0
Link,210,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0067,Will the red cube touch the yellow mat?,no,no,1
Link,211,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0068,Will the red cube touch the yellow mat?,no,no,1
Link,212,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0069,Will the red cube touch the yellow mat?,yes,yes,1
Link,213,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0070,Will the red cube touch the yellow mat?,yes,no,0
Link,214,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0071,Will the red cube touch the yellow mat?,yes,no,0
Link,215,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0072,Will the red cube touch the yellow mat?,yes,yes,1
Link,216,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0073,Will the red cube touch the yellow mat?,yes,yes,1
Link,217,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0074,Will the red cube touch the yellow mat?,no,no,1
Link,218,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0075,Will the red cube touch the yellow mat?,yes,no,0
Link,219,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0076,Will the red cube touch the yellow mat?,no,no,1
Link,220,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0077,Will the red cube touch the yellow mat?,no,no,1
Link,221,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0078,Will the red cube touch the yellow mat?,yes,yes,1
Link,222,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0079,Will the red cube touch the yellow mat?,no,no,1
Link,223,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0080,Will the red cube touch the yellow mat?,yes,no,0
Link,224,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0081,Will the red cube touch the yellow mat?,no,no,1
Link,225,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0082,Will the red cube touch the yellow mat?,yes,no,0
Link,226,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0083,Will the red cube touch the yellow mat?,no,no,1
Link,227,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0084,Will the red cube touch the yellow mat?,yes,no,0
Link,228,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0085,Will the red cube touch the yellow mat?,no,no,1
Link,229,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0086,Will the red cube touch the yellow mat?,yes,no,0
Link,230,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0087,Will the red cube touch the yellow mat?,yes,no,0
Link,231,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0088,Will the red cube touch the yellow mat?,no,no,1
Link,232,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0089,Will the red cube touch the yellow mat?,no,no,1
Link,233,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0090,Will the red cube touch the yellow mat?,yes,yes,1
Link,234,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0091,Will the red cube touch the yellow mat?,yes,no,0
Link,235,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0092,Will the red cube touch the yellow mat?,no,no,1
Link,236,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0093,Will the red cube touch the yellow mat?,no,no,1
Link,237,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0094,Will the red cube touch the yellow mat?,no,no,1
Link,238,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0095,Will the red cube touch the yellow mat?,yes,no,0
Link,239,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0096,Will the red cube touch the yellow mat?,no,no,1
Link,240,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0097,Will the red cube touch the yellow mat?,no,no,1
Link,241,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0098,Will the red cube touch the yellow mat?,yes,no,0
Link,242,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0099,Will the red cube touch the yellow mat?,yes,yes,1
Link,243,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0100,Will the red cube touch the yellow mat?,yes,no,0
Link,244,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0101,Will the red cube touch the yellow mat?,yes,no,0
Link,245,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0102,Will the red cube touch the yellow mat?,no,no,1
Link,246,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0103,Will the red cube touch the yellow mat?,yes,yes,1
Link,247,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0104,Will the red cube touch the yellow mat?,no,no,1
Link,248,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0105,Will the red cube touch the yellow mat?,yes,no,0
Link,249,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0106,Will the red cube touch the yellow mat?,no,no,1
Link,250,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0107,Will the red cube touch the yellow mat?,no,no,1
Link,251,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0108,Will the red cube touch the yellow mat?,yes,no,0
Link,252,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0109,Will the red cube touch the yellow mat?,no,no,1
Link,253,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0110,Will the red cube touch the yellow mat?,no,no,1
Link,254,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0111,Will the red cube touch the yellow mat?,yes,no,0
Link,255,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0112,Will the red cube touch the yellow mat?,yes,no,0
Link,256,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0113,Will the red cube touch the yellow mat?,yes,no,0
Link,257,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0114,Will the red cube touch the yellow mat?,yes,no,0
Link,258,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0115,Will the red cube touch the yellow mat?,yes,no,0
Link,259,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0116,Will the red cube touch the yellow mat?,no,no,1
Link,260,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0117,Will the red cube touch the yellow mat?,yes,yes,1
Link,261,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0118,Will the red cube touch the yellow mat?,yes,no,0
Link,262,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0119,Will the red cube touch the yellow mat?,no,no,1
Link,263,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0120,Will the red cube touch the yellow mat?,yes,no,0
Link,264,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0121,Will the red cube touch the yellow mat?,no,no,1
Link,265,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0122,Will the red cube touch the yellow mat?,no,no,1
Link,266,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0123,Will the red cube touch the yellow mat?,yes,yes,1
Link,267,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0124,Will the red cube touch the yellow mat?,yes,no,0
Link,268,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0125,Will the red cube touch the yellow mat?,yes,no,0
Link,269,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0126,Will the red cube touch the yellow mat?,no,no,1
Link,270,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0127,Will the red cube touch the yellow mat?,no,no,1
Link,271,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0128,Will the red cube touch the yellow mat?,yes,no,0
Link,272,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0129,Will the red cube touch the yellow mat?,no,no,1
Link,273,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0130,Will the red cube touch the yellow mat?,yes,no,0
Link,274,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0131,Will the red cube touch the yellow mat?,yes,no,0
Link,275,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0132,Will the red cube touch the yellow mat?,yes,no,0
Link,276,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0133,Will the red cube touch the yellow mat?,no,no,1
Link,277,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0134,Will the red cube touch the yellow mat?,no,no,1
Link,278,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0135,Will the red cube touch the yellow mat?,no,no,1
Link,279,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0136,Will the red cube touch the yellow mat?,yes,no,0
Link,280,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0137,Will the red cube touch the yellow mat?,no,no,1
Link,281,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0138,Will the red cube touch the yellow mat?,no,no,1
Link,282,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0139,Will the red cube touch the yellow mat?,no,no,1
Link,283,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0140,Will the red cube touch the yellow mat?,no,no,1
Link,284,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0141,Will the red cube touch the yellow mat?,yes,no,0
Link,285,pilot_linking_nl1-6_ms03-7_aCylcap_bCyl_tdwroom_0142,Will the red cube touch the yellow mat?,yes,no,0
Link,286,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0000,Will the red torus touch the yellow mat?,yes,yes,1
Link,287,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0001,Will the red torus touch the yellow mat?,no,no,1
Link,288,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0002,Will the red torus touch the yellow mat?,no,no,1
Link,289,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0003,Will the red torus touch the yellow mat?,yes,yes,1
Link,290,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0004,Will the red torus touch the yellow mat?,yes,yes,1
Link,291,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0005,Will the red torus touch the yellow mat?,no,yes,0
Link,292,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0006,Will the red torus touch the yellow mat?,no,no,1
Link,293,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0007,Will the red torus touch the yellow mat?,no,yes,0
Link,294,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0008,Will the red torus touch the yellow mat?,no,no,1
Link,295,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0009,Will the red torus touch the yellow mat?,no,yes,0
Link,296,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0010,Will the red torus touch the yellow mat?,no,no,1
Link,297,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0011,Will the red torus touch the yellow mat?,no,yes,0
Link,298,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0012,Will the red torus touch the yellow mat?,no,no,1
Link,299,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0013,Will the red torus touch the yellow mat?,no,no,1
Link,300,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0014,Will the red torus touch the yellow mat?,no,no,1
Link,301,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0015,Will the red torus touch the yellow mat?,yes,yes,1
Link,302,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0016,Will the red torus touch the yellow mat?,no,no,1
Link,303,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0017,Will the red torus touch the yellow mat?,no,yes,0
Link,304,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0018,Will the red torus touch the yellow mat?,no,yes,0
Link,305,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0019,Will the red torus touch the yellow mat?,no,no,1
Link,306,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0020,Will the red torus touch the yellow mat?,yes,no,0
Link,307,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0021,Will the red torus touch the yellow mat?,no,yes,0
Link,308,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0022,Will the red torus touch the yellow mat?,yes,yes,1
Link,309,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0023,Will the red torus touch the yellow mat?,no,no,1
Link,310,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0024,Will the red torus touch the yellow mat?,yes,no,0
Link,311,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0025,Will the red torus touch the yellow mat?,yes,yes,1
Link,312,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0026,Will the red torus touch the yellow mat?,no,no,1
Link,313,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0027,Will the red torus touch the yellow mat?,no,no,1
Link,314,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0028,Will the red torus touch the yellow mat?,yes,no,0
Link,315,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0029,Will the red torus touch the yellow mat?,no,no,1
Link,316,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0030,Will the red torus touch the yellow mat?,yes,no,0
Link,317,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0031,Will the red torus touch the yellow mat?,no,no,1
Link,318,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0032,Will the red torus touch the yellow mat?,no,yes,0
Link,319,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0033,Will the red torus touch the yellow mat?,no,no,1
Link,320,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0034,Will the red torus touch the yellow mat?,no,no,1
Link,321,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0035,Will the red torus touch the yellow mat?,yes,no,0
Link,322,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0036,Will the red torus touch the yellow mat?,no,yes,0
Link,323,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0037,Will the red torus touch the yellow mat?,no,yes,0
Link,324,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0038,Will the red torus touch the yellow mat?,yes,no,0
Link,325,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0039,Will the red torus touch the yellow mat?,yes,no,0
Link,326,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0040,Will the red torus touch the yellow mat?,no,no,1
Link,327,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0041,Will the red torus touch the yellow mat?,no,no,1
Link,328,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0042,Will the red torus touch the yellow mat?,no,yes,0
Link,329,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0043,Will the red torus touch the yellow mat?,no,yes,0
Link,330,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0044,Will the red torus touch the yellow mat?,no,no,1
Link,331,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0045,Will the red torus touch the yellow mat?,no,yes,0
Link,332,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0046,Will the red torus touch the yellow mat?,no,no,1
Link,333,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0047,Will the red torus touch the yellow mat?,no,no,1
Link,334,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0048,Will the red torus touch the yellow mat?,no,no,1
Link,335,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0049,Will the red torus touch the yellow mat?,yes,yes,1
Link,336,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0050,Will the red torus touch the yellow mat?,yes,yes,1
Link,337,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0051,Will the red torus touch the yellow mat?,no,no,1
Link,338,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0052,Will the red torus touch the yellow mat?,yes,no,0
Link,339,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0053,Will the red torus touch the yellow mat?,no,no,1
Link,340,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0054,Will the red torus touch the yellow mat?,no,no,1
Link,341,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0055,Will the red torus touch the yellow mat?,no,no,1
Link,342,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0056,Will the red torus touch the yellow mat?,no,no,1
Link,343,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0057,Will the red torus touch the yellow mat?,no,yes,0
Link,344,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0058,Will the red torus touch the yellow mat?,no,yes,0
Link,345,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0059,Will the red torus touch the yellow mat?,no,yes,0
Link,346,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0060,Will the red torus touch the yellow mat?,no,no,1
Link,347,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0061,Will the red torus touch the yellow mat?,yes,no,0
Link,348,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0062,Will the red torus touch the yellow mat?,yes,no,0
Link,349,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0063,Will the red torus touch the yellow mat?,no,no,1
Link,350,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0064,Will the red torus touch the yellow mat?,yes,yes,1
Link,351,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0065,Will the red torus touch the yellow mat?,yes,yes,1
Link,352,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0066,Will the red torus touch the yellow mat?,yes,no,0
Link,353,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0067,Will the red torus touch the yellow mat?,no,yes,0
Link,354,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0068,Will the red torus touch the yellow mat?,no,yes,0
Link,355,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0069,Will the red torus touch the yellow mat?,no,no,1
Link,356,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0070,Will the red torus touch the yellow mat?,yes,yes,1
Link,357,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0071,Will the red torus touch the yellow mat?,yes,yes,1
Link,358,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0072,Will the red torus touch the yellow mat?,no,no,1
Link,359,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0073,Will the red torus touch the yellow mat?,yes,no,0
Link,360,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0074,Will the red torus touch the yellow mat?,no,no,1
Link,361,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0075,Will the red torus touch the yellow mat?,no,yes,0
Link,362,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0076,Will the red torus touch the yellow mat?,no,no,1
Link,363,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0077,Will the red torus touch the yellow mat?,no,no,1
Link,364,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0078,Will the red torus touch the yellow mat?,no,yes,0
Link,365,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0079,Will the red torus touch the yellow mat?,no,no,1
Link,366,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0080,Will the red torus touch the yellow mat?,no,no,1
Link,367,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0081,Will the red torus touch the yellow mat?,no,no,1
Link,368,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0082,Will the red torus touch the yellow mat?,no,no,1
Link,369,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0083,Will the red torus touch the yellow mat?,no,no,1
Link,370,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0084,Will the red torus touch the yellow mat?,yes,no,0
Link,371,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0085,Will the red torus touch the yellow mat?,no,yes,0
Link,372,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0086,Will the red torus touch the yellow mat?,no,yes,0
Link,373,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0087,Will the red torus touch the yellow mat?,no,no,1
Link,374,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0088,Will the red torus touch the yellow mat?,no,yes,0
Link,375,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0089,Will the red torus touch the yellow mat?,no,no,1
Link,376,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0090,Will the red torus touch the yellow mat?,no,no,1
Link,377,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0091,Will the red torus touch the yellow mat?,no,no,1
Link,378,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0092,Will the red torus touch the yellow mat?,no,yes,0
Link,379,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0093,Will the red torus touch the yellow mat?,no,yes,0
Link,380,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0094,Will the red torus touch the yellow mat?,no,no,1
Link,381,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0095,Will the red torus touch the yellow mat?,no,yes,0
Link,382,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0096,Will the red torus touch the yellow mat?,yes,no,0
Link,383,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0097,Will the red torus touch the yellow mat?,no,yes,0
Link,384,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0098,Will the red torus touch the yellow mat?,no,no,1
Link,385,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0099,Will the red torus touch the yellow mat?,yes,no,0
Link,386,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0100,Will the red torus touch the yellow mat?,no,yes,0
Link,387,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0101,Will the red torus touch the yellow mat?,yes,yes,1
Link,388,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0102,Will the red torus touch the yellow mat?,no,no,1
Link,389,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0103,Will the red torus touch the yellow mat?,yes,yes,1
Link,390,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0104,Will the red torus touch the yellow mat?,no,no,1
Link,391,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0105,Will the red torus touch the yellow mat?,no,yes,0
Link,392,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0106,Will the red torus touch the yellow mat?,yes,no,0
Link,393,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0107,Will the red torus touch the yellow mat?,yes,no,0
Link,394,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0108,Will the red torus touch the yellow mat?,no,yes,0
Link,395,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0109,Will the red torus touch the yellow mat?,no,no,1
Link,396,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0110,Will the red torus touch the yellow mat?,no,no,1
Link,397,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0111,Will the red torus touch the yellow mat?,yes,no,0
Link,398,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0112,Will the red torus touch the yellow mat?,no,no,1
Link,399,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0113,Will the red torus touch the yellow mat?,yes,yes,1
Link,400,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0114,Will the red torus touch the yellow mat?,yes,yes,1
Link,401,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0115,Will the red torus touch the yellow mat?,no,no,1
Link,402,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0116,Will the red torus touch the yellow mat?,no,yes,0
Link,403,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0117,Will the red torus touch the yellow mat?,no,no,1
Link,404,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0118,Will the red torus touch the yellow mat?,no,no,1
Link,405,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0119,Will the red torus touch the yellow mat?,no,no,1
Link,406,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0120,Will the red torus touch the yellow mat?,no,no,1
Link,407,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0121,Will the red torus touch the yellow mat?,no,no,1
Link,408,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0122,Will the red torus touch the yellow mat?,no,no,1
Link,409,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0123,Will the red torus touch the yellow mat?,no,yes,0
Link,410,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0124,Will the red torus touch the yellow mat?,no,no,1
Link,411,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0125,Will the red torus touch the yellow mat?,no,yes,0
Link,412,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0126,Will the red torus touch the yellow mat?,no,no,1
Link,413,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0127,Will the red torus touch the yellow mat?,no,no,1
Link,414,pilot_linking_nl1-8_mg000_aCylcap_bCyl_tdwroom_0128,Will the red torus touch the yellow mat?,no,no,1
